Title,Slug,Difficulty,Tags,Paid Only
Maximum Area Rectangle With Point Constraints II,maximum-area-rectangle-with-point-constraints-ii,Hard,"Array, Math, Binary Indexed Tree, Segment Tree, Geometry, Sorting",FALSE
Minimum Runes to Add to Cast Spell,minimum-runes-to-add-to-cast-spell,Hard,"Array, Depth-First Search, Breadth-First Search, Union Find, Graph, Topological Sort",TRUE
Minimum Time to Break Locks II,minimum-time-to-break-locks-ii,Hard,"Array, Depth-First Search, Graph",TRUE
Button with Longest Push Time,button-with-longest-push-time,Easy,Array,FALSE
Maximize Amount After Two Days of Conversions,maximize-amount-after-two-days-of-conversions,Medium,"Array, String, Depth-First Search, Breadth-First Search, Graph",FALSE
Count Beautiful Splits in an Array,count-beautiful-splits-in-an-array,Medium,"Array, Dynamic Programming",FALSE
Minimum Operations to Make Character Frequencies Equal,minimum-operations-to-make-character-frequencies-equal,Hard,"Hash Table, String, Dynamic Programming, Counting, Enumeration",FALSE
Design a 3D Binary Matrix with Efficient Layer Tracking,design-a-3d-binary-matrix-with-efficient-layer-tracking,Medium,"Array, Hash Table, Design, Heap (Priority Queue), Matrix, Ordered Set",TRUE
Count Subarrays of Length Three With a Condition,count-subarrays-of-length-three-with-a-condition,Easy,Array,FALSE
Count Paths With the Given XOR Value,count-paths-with-the-given-xor-value,Medium,"Array, Dynamic Programming, Bit Manipulation, Matrix",FALSE
Check if Grid can be Cut into Sections,check-if-grid-can-be-cut-into-sections,Medium,"Array, Sorting",FALSE
Subsequences with a Unique Middle Mode I,subsequences-with-a-unique-middle-mode-i,Hard,"Array, Hash Table, Math, Combinatorics",FALSE
Minimum Number of Operations to Make Elements in Array Distinct,minimum-number-of-operations-to-make-elements-in-array-distinct,Easy,"Array, Hash Table",FALSE
Maximum Number of Distinct Elements After Operations,maximum-number-of-distinct-elements-after-operations,Medium,"Array, Greedy, Sorting",FALSE
Smallest Substring With Identical Characters I,smallest-substring-with-identical-characters-i,Hard,"Array, Binary Search, Enumeration",FALSE
Smallest Substring With Identical Characters II,smallest-substring-with-identical-characters-ii,Hard,"String, Binary Search",FALSE
Maximum Number of Matching Indices After Right Shifts,maximum-number-of-matching-indices-after-right-shifts,Medium,"Array, Two Pointers, Simulation",TRUE
Minimum Operations to Make Columns Strictly Increasing,minimum-operations-to-make-columns-strictly-increasing,Easy,"Array, Greedy, Matrix",FALSE
Find the Lexicographically Largest String From the Box I,find-the-lexicographically-largest-string-from-the-box-i,Medium,"Two Pointers, String, Enumeration",FALSE
Count Special Subsequences,count-special-subsequences,Medium,"Array, Hash Table, Math, Enumeration",FALSE
Count the Number of Arrays with K Matching Adjacent Elements,count-the-number-of-arrays-with-k-matching-adjacent-elements,Hard,"Math, Combinatorics",FALSE
Find the Lexicographically Largest String From the Box II,find-the-lexicographically-largest-string-from-the-box-ii,Hard,"Two Pointers, String",TRUE
Substring Matching Pattern,substring-matching-pattern,Easy,"String, String Matching",FALSE
Design Task Manager,design-task-manager,Medium,"Hash Table, Design, Heap (Priority Queue), Ordered Set",FALSE
Longest Subsequence With Decreasing Adjacent Difference,longest-subsequence-with-decreasing-adjacent-difference,Medium,"Array, Dynamic Programming",FALSE
Maximize Subarray Sum After Removing All Occurrences of One Element,maximize-subarray-sum-after-removing-all-occurrences-of-one-element,Hard,"Array, Dynamic Programming, Segment Tree",FALSE
Maximum Subarray With Equal Products,maximum-subarray-with-equal-products,Easy,"Array, Math, Sliding Window, Enumeration, Number Theory",FALSE
Find Mirror Score of a String,find-mirror-score-of-a-string,Medium,"Hash Table, String, Stack, Simulation",FALSE
Maximum Coins From K Consecutive Bags,maximum-coins-from-k-consecutive-bags,Medium,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum",FALSE
Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,Hard,"Array, Binary Search, Dynamic Programming, Sorting",FALSE
Subsequences with a Unique Middle Mode II,subsequences-with-a-unique-middle-mode-ii,Hard,"Array, Hash Table, Math, Combinatorics",TRUE
Zigzag Grid Traversal With Skip,zigzag-grid-traversal-with-skip,Easy,"Array, Matrix, Simulation",FALSE
Maximum Amount of Money Robot Can Earn,maximum-amount-of-money-robot-can-earn,Medium,"Array, Dynamic Programming, Matrix",FALSE
Minimize the Maximum Edge Weight of Graph,minimize-the-maximum-edge-weight-of-graph,Medium,"Binary Search, Depth-First Search, Breadth-First Search, Graph, Shortest Path",FALSE
Count Non-Decreasing Subarrays After K Operations,count-non-decreasing-subarrays-after-k-operations,Hard,"Array, Stack, Segment Tree, Queue, Sliding Window, Monotonic Stack, Monotonic Queue",FALSE
Minimum Operations to Make Subarray Elements Equal,minimum-operations-to-make-subarray-elements-equal,Medium,"Array, Hash Table, Math, Sliding Window, Heap (Priority Queue)",TRUE
Maximum Difference Between Adjacent Elements in a Circular Array,maximum-difference-between-adjacent-elements-in-a-circular-array,Easy,Array,FALSE
Minimum Cost to Make Arrays Identical,minimum-cost-to-make-arrays-identical,Medium,"Array, Greedy, Sorting",FALSE
Longest Special Path,longest-special-path,Hard,"Array, Hash Table, Tree, Depth-First Search, Prefix Sum",FALSE
Manhattan Distances of All Arrangements of Pieces,manhattan-distances-of-all-arrangements-of-pieces,Hard,"Math, Combinatorics",FALSE
Sum of Variable Length Subarrays,sum-of-variable-length-subarrays,Easy,"Array, Prefix Sum",FALSE
Maximum and Minimum Sums of at Most Size K Subsequences,maximum-and-minimum-sums-of-at-most-size-k-subsequences,Medium,"Array, Math, Dynamic Programming, Sorting, Combinatorics",FALSE
Paint House IV,paint-house-iv,Medium,"Array, Dynamic Programming",FALSE
Maximum and Minimum Sums of at Most Size K Subarrays,maximum-and-minimum-sums-of-at-most-size-k-subarrays,Hard,"Array, Math, Stack, Monotonic Stack",FALSE
Minimum Unlocked Indices to Sort Nums,minimum-unlocked-indices-to-sort-nums,Medium,"Array, Hash Table",TRUE
Count Partitions with Even Sum Difference,count-partitions-with-even-sum-difference,Easy,"Array, Math, Prefix Sum",FALSE
Count Mentions Per User,count-mentions-per-user,Medium,"Array, Math, Sorting, Simulation",FALSE
Maximum Frequency After Subarray Operation,maximum-frequency-after-subarray-operation,Medium,"Array, Hash Table, Dynamic Programming, Greedy, Enumeration, Prefix Sum",FALSE
Frequencies of Shortest Supersequences,frequencies-of-shortest-supersequences,Hard,"Array, String, Bit Manipulation, Graph, Topological Sort, Enumeration",FALSE
Permutations III,permutations-iii,Medium,"Array, Backtracking",TRUE
Find Valid Pair of Adjacent Digits in String,find-valid-pair-of-adjacent-digits-in-string,Easy,"Hash Table, String, Counting",FALSE
Reschedule Meetings for Maximum Free Time I,reschedule-meetings-for-maximum-free-time-i,Medium,"Array, Greedy, Sliding Window",FALSE
Reschedule Meetings for Maximum Free Time II,reschedule-meetings-for-maximum-free-time-ii,Medium,"Array, Greedy, Enumeration",FALSE
Minimum Cost Good Caption,minimum-cost-good-caption,Hard,"String, Dynamic Programming",FALSE
Maximum Difference Between Even and Odd Frequency I,maximum-difference-between-even-and-odd-frequency-i,Easy,"Hash Table, String, Counting",FALSE
Maximum Manhattan Distance After K Changes,maximum-manhattan-distance-after-k-changes,Medium,"Hash Table, Math, String, Counting",FALSE
Minimum Increments for Target Multiples in an Array,minimum-increments-for-target-multiples-in-an-array,Hard,"Array, Math, Dynamic Programming, Bit Manipulation, Number Theory, Bitmask",FALSE
Maximum Difference Between Even and Odd Frequency II,maximum-difference-between-even-and-odd-frequency-ii,Hard,"String, Sliding Window, Enumeration, Prefix Sum",FALSE
Sort Matrix by Diagonals,sort-matrix-by-diagonals,Medium,"Array, Sorting, Matrix",FALSE
Assign Elements to Groups with Constraints,assign-elements-to-groups-with-constraints,Medium,"Array, Hash Table",FALSE
Count Substrings Divisible By Last Digit,count-substrings-divisible-by-last-digit,Hard,"String, Dynamic Programming",FALSE
Maximize the Minimum Game Score,maximize-the-minimum-game-score,Hard,"Array, Binary Search, Greedy",FALSE
Maximum Students on a Single Bench,maximum-students-on-a-single-bench,Easy,"Array, Hash Table",TRUE
Sum of Good Numbers,sum-of-good-numbers,Easy,Array,FALSE
Separate Squares I,separate-squares-i,Medium,"Array, Binary Search",FALSE
Separate Squares II,separate-squares-ii,Hard,"Array, Binary Search, Segment Tree, Line Sweep",FALSE
Shortest Matching Substring,shortest-matching-substring,Hard,"Two Pointers, String, Binary Search, String Matching",FALSE
Find Special Substring of Length K,find-special-substring-of-length-k,Easy,String,FALSE
Eat Pizzas!,eat-pizzas,Medium,"Array, Greedy, Sorting",FALSE
Select K Disjoint Special Substrings,select-k-disjoint-special-substrings,Medium,"Hash Table, String, Dynamic Programming, Greedy, Sorting",FALSE
Length of Longest V-Shaped Diagonal Segment,length-of-longest-v-shaped-diagonal-segment,Hard,"Array, Dynamic Programming, Memoization, Matrix",FALSE
Longest Common Prefix After at Most One Removal,longest-common-prefix-after-at-most-one-removal,Medium,"Two Pointers, String",TRUE
Check If Digits Are Equal in String After Operations I,check-if-digits-are-equal-in-string-after-operations-i,Easy,"Math, String, Simulation, Combinatorics, Number Theory",FALSE
Maximum Sum With at Most K Elements,maximum-sum-with-at-most-k-elements,Medium,"Array, Greedy, Sorting, Heap (Priority Queue), Matrix",FALSE
Check If Digits Are Equal in String After Operations II,check-if-digits-are-equal-in-string-after-operations-ii,Hard,"Math, String, Combinatorics, Number Theory",FALSE
Maximize the Distance Between Points on a Square,maximize-the-distance-between-points-on-a-square,Hard,"Array, Binary Search, Greedy",FALSE
Maximum Coin Collection ,maximum-coin-collection,Medium,"Array, Dynamic Programming",TRUE
Transform Array by Parity,transform-array-by-parity,Easy,"Array, Sorting, Counting",FALSE
Find the Number of Copy Arrays,find-the-number-of-copy-arrays,Medium,"Array, Math",FALSE
Find Minimum Cost to Remove Array Elements,find-minimum-cost-to-remove-array-elements,Medium,"Array, Dynamic Programming",FALSE
Permutations IV,permutations-iv,Hard,"Array, Math, Combinatorics, Enumeration",FALSE
Find the Largest Almost Missing Integer,find-the-largest-almost-missing-integer,Easy,"Array, Hash Table",FALSE
Longest Palindromic Subsequence After at Most K Operations,longest-palindromic-subsequence-after-at-most-k-operations,Medium,"String, Dynamic Programming",FALSE
Sum of K Subarrays With Length at Least M,sum-of-k-subarrays-with-length-at-least-m,Medium,"Array, Dynamic Programming, Prefix Sum",FALSE
Lexicographically Smallest Generated String,lexicographically-smallest-generated-string,Hard,"String, Greedy, String Matching",FALSE
Maximize Profit from Task Assignment,maximize-profit-from-task-assignment,Medium,"Array, Greedy, Sorting, Heap (Priority Queue)",TRUE
Fruits Into Baskets II,fruits-into-baskets-ii,Easy,"Array, Binary Search, Segment Tree, Simulation",FALSE
Choose K Elements With Maximum Sum,choose-k-elements-with-maximum-sum,Medium,"Array, Sorting, Heap (Priority Queue)",FALSE
Fruits Into Baskets III,fruits-into-baskets-iii,Medium,"Array, Binary Search, Segment Tree, Ordered Set",FALSE
Maximize Subarrays After Removing One Conflicting Pair,maximize-subarrays-after-removing-one-conflicting-pair,Hard,"Array, Segment Tree, Enumeration, Prefix Sum",FALSE
Apply Substitutions,apply-substitutions,Medium,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort",TRUE
Unique 3-Digit Even Numbers,unique-3-digit-even-numbers,Easy,"Array, Hash Table, Recursion, Enumeration",FALSE
Design Spreadsheet,design-spreadsheet,Medium,"Array, Hash Table, String, Design, Matrix",FALSE
Longest Common Prefix of K Strings After Removal,longest-common-prefix-of-k-strings-after-removal,Hard,"Array, String, Trie",FALSE
Longest Special Path II,longest-special-path-ii,Hard,"Array, Hash Table, Tree, Depth-First Search, Prefix Sum",FALSE
Maximum Unique Subarray Sum After Deletion,maximum-unique-subarray-sum-after-deletion,Easy,"Array, Hash Table, Greedy",FALSE
Closest Equal Element Queries,closest-equal-element-queries,Medium,"Array, Hash Table, Binary Search",FALSE
Zero Array Transformation IV,zero-array-transformation-iv,Medium,"Array, Dynamic Programming",FALSE
Count Beautiful Numbers,count-beautiful-numbers,Hard,Dynamic Programming,FALSE
Phone Number Prefix,phone-number-prefix,Easy,"Array, String, Trie, Sorting",TRUE
Maximum Containers on a Ship,maximum-containers-on-a-ship,Easy,Math,FALSE
Properties Graph,properties-graph,Medium,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Graph",FALSE
Find the Minimum Amount of Time to Brew Potions,find-the-minimum-amount-of-time-to-brew-potions,Medium,"Array, Simulation, Prefix Sum",FALSE
Minimum Operations to Make Array Elements Zero,minimum-operations-to-make-array-elements-zero,Hard,"Array, Math, Bit Manipulation",FALSE
Maximize Score After Pair Deletions,maximize-score-after-pair-deletions,Medium,"Array, Greedy",TRUE
Reverse Degree of a String,reverse-degree-of-a-string,Easy,"String, Simulation",FALSE
Maximize Active Section with Trade I,maximize-active-section-with-trade-i,Medium,"String, Enumeration",FALSE
Minimum Cost to Divide Array Into Subarrays,minimum-cost-to-divide-array-into-subarrays,Hard,"Array, Dynamic Programming, Prefix Sum",FALSE
Maximize Active Section with Trade II,maximize-active-section-with-trade-ii,Hard,"Array, String, Binary Search, Segment Tree",FALSE
Minimum Cost to Reach Every Position,minimum-cost-to-reach-every-position,Easy,Array,FALSE
Longest Palindrome After Substring Concatenation I,longest-palindrome-after-substring-concatenation-i,Medium,"Two Pointers, String, Dynamic Programming, Enumeration",FALSE
Longest Palindrome After Substring Concatenation II,longest-palindrome-after-substring-concatenation-ii,Hard,"Two Pointers, String, Dynamic Programming",FALSE
Minimum Operations to Make Elements Within K Subarrays Equal,minimum-operations-to-make-elements-within-k-subarrays-equal,Hard,"Array, Hash Table, Math, Dynamic Programming, Sliding Window, Heap (Priority Queue)",FALSE
Find Time Required to Eliminate Bacterial Strains,find-time-required-to-eliminate-bacterial-strains,Hard,"Array, Math, Greedy, Heap (Priority Queue)",TRUE
Minimum Pair Removal to Sort Array I,minimum-pair-removal-to-sort-array-i,Easy,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set",FALSE
Implement Router,implement-router,Medium,"Array, Hash Table, Binary Search, Design, Queue, Ordered Set",FALSE
Maximum Product of Subsequences With an Alternating Sum Equal to K,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,Hard,"Array, Hash Table, Dynamic Programming",FALSE
Minimum Pair Removal to Sort Array II,minimum-pair-removal-to-sort-array-ii,Hard,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set",FALSE
Make a Positive Array,make-a-positive-array,Medium,"Array, Greedy, Prefix Sum",TRUE
Minimum Operations to Make Array Sum Divisible by K,minimum-operations-to-make-array-sum-divisible-by-k,Easy,"Array, Math",FALSE
